39,work_class,education,education_yrs,marital_status,occupation,relationship,ethnicity,gender,capital_gain,capital_lost,hours_week,country,salary
47, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,7688,0,55, United-States,110955
21, Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,24068
41, Federal-gov, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,40, Philippines,192530
61, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,127699
32, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States,80806
21, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States,41830
63, Private, 12th,8, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,265673
34, Private, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,42, United-States,43949
21, State-gov, Assoc-acdm,12, Never-married, Tech-support, Own-child, White, Male,0,0,10, United-States,49821
44, Private, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,0,0,33, United-States,20850
26, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,35, South,30887
36, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,98837
39, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, ?,79160
52, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,8, Philippines,38125
44, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,41807
42, Private, HS-grad,9, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States,21889
60, ?, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,50, United-States,247006
31, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,48449
30, Private, Some-college,10, Never-married, Craft-repair, Unmarried, Black, Male,0,0,40, United-States,32186
23, Private, Some-college,10, Never-married, Prof-specialty, Own-child, White, Female,0,0,25, United-States,20377
81, State-gov, 1st-4th,2, Widowed, Other-service, Not-in-family, White, Female,0,0,20, United-States,48923
39, Private, Bachelors,13, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,3137,0,40, ?,18672
38, Private, 10th,6, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Portugal,38073
21, Private, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,38, United-States,39188
28, Local-gov, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,43169
34, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,18594
47, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States,33553
36, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,19144
27, Private, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,0,0,99, United-States,46740
56, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,2907,0,52, Cuba,49464
57, Private, HS-grad,9, Widowed, Other-service, Unmarried, White, Female,0,0,30, ?,40181
42, State-gov, Some-college,10, Divorced, Adm-clerical, Own-child, White, Female,0,0,38, United-States,30230
43, Private, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,35, United-States,34466
48, ?, HS-grad,9, Married-spouse-absent, ?, Unmarried, White, Female,0,0,32, United-States,25061
53, Private, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Scotland,41945
58, Private, HS-grad,9, Divorced, Sales, Not-in-family, White, Female,0,0,24, United-States,20531
19, Private, 12th,8, Never-married, Other-service, Own-child, White, Male,0,0,40, El-Salvador,39555
37, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,46, United-States,101518
41, Self-emp-not-inc, Some-college,10, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,15, United-States,23017
31, Private, 7th-8th,4, Separated, Craft-repair, Not-in-family, White, Female,0,0,40, United-States,18542
31, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States,34630
53, Local-gov, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,21159
19, Private, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,25, United-States,29166
56, Private, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,297314
55, Federal-gov, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,134810
51, Private, 5th-6th,3, Married-civ-spouse, Craft-repair, Other-relative, White, Female,0,0,40, United-States,18481
62, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,48599
43, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,110548
45, ?, 7th-8th,4, Divorced, ?, Not-in-family, Amer-Indian-Eskimo, Male,0,0,48, United-States,18763
28, Local-gov, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States,25367
46, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,189706
62, State-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,18279
57, Local-gov, HS-grad,9, Widowed, Other-service, Unmarried, White, Female,0,0,30, United-States,28520
60, Local-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,45, United-States,270620
23, Federal-gov, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States,28206
47, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,99999,0,60, United-States,282431
21, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,8, United-States,42526
51, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,48, United-States,33614
61, Local-gov, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,28104
52, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, White, Female,99999,0,30, United-States,245959
76, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,23394
24, Private, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,39, United-States,23360
31, Self-emp-not-inc, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Male,0,0,55, United-States,40440
43, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States,282722
58, Federal-gov, Some-college,10, Widowed, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States,48110
18, ?, Some-college,10, Never-married, ?, Own-child, White, Female,0,1602,24, United-States,39615
19, Private, 12th,8, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, United-States,40492
44, Private, Some-college,10, Divorced, Exec-managerial, Other-relative, White, Female,0,0,45, United-States,39349
41, Local-gov, Some-college,10, Never-married, Prof-specialty, Other-relative, White, Male,0,0,7, United-States,27305
21, Private, Some-college,10, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,20, Vietnam,42966
40, Private, HS-grad,9, Divorced, Handlers-cleaners, Not-in-family, Black, Male,0,0,35, United-States,49947
25, Private, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,30, Canada,33550
62, Local-gov, Doctorate,16, Widowed, Prof-specialty, Unmarried, White, Female,0,0,40, Iran,37277
42, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,24612
35, Private, Assoc-voc,11, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States,40742
19, Private, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,12, United-States,41245
60, Private, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States,42651
20, Private, HS-grad,9, Never-married, Sales, Own-child, Other, Male,0,0,40, Puerto-Rico,27893
23, Private, Assoc-acdm,12, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,25, United-States,25692
18, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,24739
40, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,254475
19, Private, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States,39704
51, Private, HS-grad,9, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,27072
41, Local-gov, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States,25315
18, Private, 10th,6, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States,26631
41, Private, Some-college,10, Married-spouse-absent, Sales, Unmarried, Black, Female,0,0,40, United-States,28231
27, Private, Some-college,10, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States,46422
71, Self-emp-not-inc, 1st-4th,2, Divorced, Craft-repair, Not-in-family, White, Female,0,0,28, United-States,43339
25, Private, 12th,8, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, El-Salvador,28173
73, Private, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,20, United-States,43296
45, Private, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,43147
25, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,258843
50, Private, HS-grad,9, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,16, United-States,39918
44, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Ecuador,48528
44, Local-gov, Assoc-voc,11, Divorced, Protective-serv, Own-child, White, Female,0,0,40, Cuba,25721
49, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,3103,0,45, United-States,194726
44, Self-emp-inc, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,45, United-States,72575
42, Federal-gov, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,42113
20, Private, HS-grad,9, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,45, United-States,24485
66, Private, HS-grad,9, Widowed, Tech-support, Not-in-family, White, Female,0,0,18, United-States,35071
19, Private, Some-college,10, Never-married, Exec-managerial, Own-child, White, Male,0,0,15, United-States,26276
60, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, United-States,25721
46, Private, Assoc-voc,11, Separated, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,38455
42, Private, Assoc-voc,11, Divorced, Craft-repair, Not-in-family, White, Male,0,0,35, United-States,20181
59, Private, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,52, Outlying-US(Guam-USVI-etc),40316
58, Private, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,5178,0,60, United-States,56826
47, Private, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,31385
58, Private, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,36, United-States,44084
69, ?, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,99999,0,40, United-States,151474
17, ?, 10th,6, Never-married, ?, Own-child, White, Female,0,0,40, United-States,35555
19, Private, 11th,7, Never-married, Farming-fishing, Own-child, White, Male,0,0,24, United-States,44068
28, Private, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,70, United-States,39349
37, Private, HS-grad,9, Separated, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States,19770
30, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,44593
36, Private, Some-college,10, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,44088
45, Private, 11th,7, Divorced, Transport-moving, Not-in-family, White, Male,0,2824,76, United-States,222972
59, Private, 7th-8th,4, Married-civ-spouse, Other-service, Wife, White, Female,0,0,99, United-States,27666
45, Private, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,33303
53, Local-gov, Doctorate,16, Divorced, Prof-specialty, Not-in-family, White, Female,10520,0,40, United-States,287182
37, Private, HS-grad,9, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States,30386
26, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States,31061
53, Local-gov, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,28105
44, State-gov, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,0,0,15, United-States,23560
27, Private, Bachelors,13, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,22410
22, Private, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,44947
41, Private, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States,27622
53, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,21553
58, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,25833
34, ?, 12th,8, Separated, ?, Unmarried, Black, Female,0,0,53, United-States,22858
32, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,132329
32, Private, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,38, Mexico,39407
47, Private, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,7688,0,40, United-States,130138
27, Private, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States,37821
25, Private, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States,46333
40, Private, 10th,6, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States,20263
36, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,92, United-States,32247
23, Local-gov, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States,25548
44, Private, 9th,5, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States,25095
19, Private, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,60, United-States,34878
42, Private, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States,29285
60, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,15, United-States,41373
41, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,1848,45, United-States,252877
45, Federal-gov, HS-grad,9, Never-married, Transport-moving, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States,33562
67, ?, 5th-6th,3, Married-civ-spouse, ?, Husband, White, Male,0,0,49, United-States,29713
36, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,48, ?,33268
52, State-gov, Masters,14, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States,38798
28, Private, Doctorate,16, Never-married, Adm-clerical, Own-child, White, Male,0,0,18, United-States,23147
83, Self-emp-inc, HS-grad,9, Divorced, Sales, Not-in-family, White, Male,0,0,20, United-States,29556
17, Private, 11th,7, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States,47330
27, Private, Assoc-voc,11, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,23203
35, Self-emp-not-inc, Assoc-voc,11, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,60, United-States,49187
40, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,21463
23, Private, Assoc-acdm,12, Married-civ-spouse, Sales, Wife, White, Female,0,0,25, United-States,31375
51, Local-gov, 11th,7, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States,48778
51, Private, 1st-4th,2, Married-civ-spouse, Other-service, Husband, White, Male,0,0,54, Mexico,18698
82, ?, 10th,6, Widowed, ?, Not-in-family, White, Male,0,0,20, United-States,23140
28, Private, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States,37539
53, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, Germany,72469
29, Private, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, Canada,41321
19, Private, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States,43595
30, Private, Bachelors,13, Married-spouse-absent, Sales, Not-in-family, White, Female,0,0,50, United-States,33653
23, Private, 7th-8th,4, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, Dominican-Republic,26515
66, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,15, United-States,235000
27, Private, 11th,7, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,44417
35, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States,27146
17, Private, 12th,8, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,15, United-States,48362
27, Private, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,27819
27, Private, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States,42420
44, Local-gov, Bachelors,13, Married-civ-spouse, Protective-serv, Wife, Black, Female,15024,0,40, United-States,83175
64, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,16, United-States,42652
62, Self-emp-inc, HS-grad,9, Widowed, Sales, Not-in-family, White, Female,0,0,15, United-States,30044
26, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,19952
40, Private, HS-grad,9, Separated, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States,39412
40, Private, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,101520
35, Private, HS-grad,9, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States,20951
25, Private, Bachelors,13, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,40, Taiwan,47899
52, Local-gov, Some-college,10, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,24, United-States,22725
46, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,262629
30, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States,31712
52, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,106695
28, Private, HS-grad,9, Never-married, Transport-moving, Not-in-family, Other, Male,0,0,40, United-States,30390
17, Private, 10th,6, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States,30828
46, State-gov, Some-college,10, Never-married, Other-service, Own-child, Black, Female,0,0,40, United-States,25507
45, Private, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,153405
21, Private, Some-college,10, Never-married, Prof-specialty, Own-child, White, Female,1055,0,32, United-States,24884
18, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States,47204
17, Private, 11th,7, Never-married, Other-service, Own-child, White, Male,0,1721,15, United-States,41106
90, Private, Some-college,10, Divorced, Sales, Unmarried, Black, Female,0,0,37, United-States,37882
23, Private, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,37909
41, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,104020
19, Self-emp-not-inc, Some-college,10, Never-married, Farming-fishing, Own-child, White, Male,0,0,50, United-States,26366
69, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,23003
23, Federal-gov, Assoc-acdm,12, Never-married, Exec-managerial, Unmarried, White, Female,0,0,32, United-States,22530
28, Private, Some-college,10, Never-married, Tech-support, Not-in-family, White, Male,0,0,54, United-States,27726
37, Private, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,0,1977,45, United-States,298508
57, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States,44478
30, Local-gov, Some-college,10, Never-married, Protective-serv, Not-in-family, Black, Male,0,1974,40, United-States,40543
48, Private, HS-grad,9, Separated, Adm-clerical, Unmarried, White, Female,914,0,40, United-States,46458
73, Private, HS-grad,9, Widowed, Other-service, Other-relative, White, Female,0,0,32, United-States,46636
25, Private, 5th-6th,3, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,40, Mexico,27663
33, Private, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,146498
36, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,20684
28, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,3411,0,40, United-States,49471
57, Private, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States,18385
31, Private, Some-college,10, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States,26936
35, ?, 9th,5, Divorced, ?, Own-child, Amer-Indian-Eskimo, Male,0,0,38, United-States,44148
40, State-gov, HS-grad,9, Divorced, Other-service, Not-in-family, Black, Female,0,0,48, United-States,19035
32, Private, Some-college,10, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States,41784
35, ?, Bachelors,13, Never-married, ?, Not-in-family, White, Male,0,0,40, United-States,21046
26, Private, HS-grad,9, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Jamaica,23150
27, Self-emp-inc, Some-college,10, Separated, Sales, Own-child, White, Female,0,0,40, United-States,36897
17, Private, 10th,6, Never-married, Other-service, Own-child, White, Female,0,1602,18, United-States,39389
29, Private, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States,35774
18, Private, 11th,7, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States,33275
20, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,30, United-States,23105
69, ?, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,24, United-States,39523
18, State-gov, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States,47224
56, Private, HS-grad,9, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States,49955
40, Private, Some-college,10, Separated, Other-service, Unmarried, White, Female,0,0,8, United-States,22859
46, Private, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,37559
41, Private, 12th,8, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, ?,37226
53, Private, Some-college,10, Widowed, Exec-managerial, Unmarried, White, Female,0,0,40, United-States,19693
50, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,272832
23, Private, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,50, United-States,21259
40, Private, Bachelors,13, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,198412
54, Self-emp-inc, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,128471
45, Private, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,21020
53, Local-gov, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States,257926
17, ?, 11th,7, Never-married, ?, Own-child, White, Male,0,0,20, Peru,21992
50, Local-gov, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,103813
22, ?, Bachelors,13, Never-married, ?, Not-in-family, White, Male,0,0,25, United-States,23218
30, Private, Bachelors,13, Never-married, Other-service, Unmarried, White, Male,0,0,40, ?,36795
40, Self-emp-inc, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,25749
36, State-gov, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,18607
25, Self-emp-not-inc, Assoc-acdm,12, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States,33270
29, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,18622
29, Private, Bachelors,13, Never-married, Farming-fishing, Own-child, White, Male,0,0,50, United-States,45975
22, Private, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States,29741
56, Private, Bachelors,13, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,50, Haiti,47399
60, Local-gov, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,75368
37, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3464,0,50, United-States,28874
53, Private, 7th-8th,4, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States,37216
23, State-gov, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States,33125
18, Private, HS-grad,9, Never-married, Priv-house-serv, Other-relative, White, Female,0,0,10, United-States,25168
36, Private, Some-college,10, Divorced, Sales, Not-in-family, White, Female,3325,0,45, United-States,45237
67, Self-emp-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,9386,0,50, United-States,208199
31, Private, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,60, United-States,38605
26, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States,115552
18, Private, 11th,7, Never-married, Adm-clerical, Other-relative, Asian-Pac-Islander, Female,0,0,20, United-States,36010
45, Local-gov, Masters,14, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States,18358
64, Private, 11th,7, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,39011
26, Private, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,0,0,38, United-States,46930
53, Private, Some-college,10, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,45153
27, Private, HS-grad,9, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,28, Guatemala,28210
32, Private, Some-college,10, Divorced, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States,40523
49, Self-emp-not-inc, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Female,14084,0,30, United-States,213630
59, Private, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,196114
44, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,55, United-States,258257
61, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States,36016
41, ?, HS-grad,9, Divorced, ?, Unmarried, White, Female,0,0,40, United-States,46224
46, State-gov, HS-grad,9, Separated, Adm-clerical, Unmarried, White, Female,0,0,37, United-States,49014
32, Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States,32889
29, Private, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,0,0,35, United-States,44844
48, Private, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,18374
32, Private, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Female,0,0,30, United-States,19917
21, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,35, United-States,38508
50, Self-emp-not-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,144386
44, Local-gov, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,44, United-States,113995
