39,Real,Predicted,Set,residuos
37,34591,81191.16006004828,Train,-46600.16006004828
46,36210,119385.88117957208,Train,-83175.88117957208
43,256241,85707.80900990365,Train,170533.19099009637
34,48676,84055.78591499344,Train,-35379.78591499344
45,245624,92822.71918870416,Train,152801.28081129584
46,185500,121327.69320807664,Train,64172.30679192336
18,45963,39405.372268546496,Train,6557.627731453504
46,40003,84268.66955330092,Train,-44265.66955330092
44,38970,96046.41859313619,Train,-57076.418593136186
26,24158,48109.1560774051,Train,-23951.156077405103
20,23514,22191.81762235305,Train,1322.18237764695
18,25377,23440.125279514963,Train,1936.874720485037
38,24546,39534.56807178643,Train,-14988.56807178643
37,207194,132959.34441723747,Train,74234.65558276253
32,32700,119190.1875425773,Train,-86490.1875425773
22,32694,74131.69121825133,Train,-41437.69121825133
26,48137,55440.98172916355,Train,-7303.981729163548
45,162592,124457.70035499253,Train,38134.29964500747
21,48465,35179.25478333347,Train,13285.745216666532
44,123550,122463.49487016952,Train,1086.5051298304752
64,35880,83204.46185935734,Train,-47324.46185935734
25,162808,93908.91292763682,Train,68899.08707236318
38,35332,87042.75758550057,Train,-51710.75758550057
51,46148,116273.65855396836,Train,-70125.65855396836
22,47628,38826.31264808953,Train,8801.68735191047
59,32245,82242.84592627705,Train,-49997.84592627705
56,286049,125293.14508287798,Train,160755.85491712202
17,31021,31084.419883652452,Train,-63.41988365245197
37,38635,90614.07334634417,Train,-51979.07334634417
40,185318,32891.921003494936,Train,152426.07899650506
32,199466,80957.85195518406,Train,118508.14804481594
46,208700,140164.66628388548,Train,68535.33371611452
47,42075,10964.684261607305,Train,31110.315738392695
18,28429,23062.630027547093,Train,5366.369972452907
43,213350,123137.48443382111,Train,90212.51556617889
46,147637,87796.42082961732,Train,59840.57917038268
23,23741,29883.303913509757,Train,-6142.303913509757
25,46437,61261.06183936668,Train,-14824.061839366681
28,168267,85124.53874774312,Train,83142.46125225688
32,274820,102825.71016145908,Train,171994.28983854092
40,48229,124754.22352769706,Train,-76525.22352769706
45,264190,120395.1762524608,Train,143794.8237475392
32,168537,100081.58051673158,Train,68455.41948326842
53,110691,97214.12305171462,Train,13476.876948285382
76,36246,55643.50307996953,Train,-19397.50307996953
63,39881,39010.13134710967,Train,870.8686528903272
51,29267,40927.507606145824,Train,-11660.507606145824
28,33667,85124.53874774312,Train,-51457.53874774312
50,129447,86291.07927206418,Train,43155.92072793582
26,31027,60503.52665325525,Train,-29476.52665325525
40,166907,96296.53129432771,Train,70610.46870567229
54,34294,85658.91516411796,Train,-51364.91516411796
28,46071,87608.03558337715,Train,-41537.03558337715
48,19680,91975.57902024029,Train,-72295.57902024029
84,21598,84165.22737348574,Train,-62567.227373485744
52,38066,79781.81047749135,Train,-41715.81047749135
26,39983,33868.27143315643,Train,6114.7285668435725
28,46743,30260.799165477627,Train,16482.200834522373
21,21588,33102.284463609605,Train,-11514.284463609605
60,268803,121552.51016825411,Train,147250.4898317459
39,28843,36533.11750237915,Train,-7690.117502379151
50,40904,103457.8742694053,Train,-62553.87426940531
46,281035,117609.692815016,Train,163425.307184984
57,27977,83313.96902886523,Train,-55336.969028865235
38,46006,77025.74533562333,Train,-31019.74533562333
40,40418,50233.34393442818,Train,-9815.34393442818
69,261935,32726.680112460912,Train,229208.31988753908
45,38867,71916.63557723103,Train,-33049.635577231034
45,21795,48714.27084743471,Train,-26919.27084743471
22,43352,55616.59096309214,Train,-12264.590963092138
35,44937,84051.24077618733,Train,-39114.24077618733
58,226718,40835.30931451186,Train,185882.69068548814
42,19212,99547.20410035674,Train,-80335.20410035674
38,24825,99132.70002528481,Train,-74307.70002528481
37,270130,85892.22326898217,Train,184237.77673101783
21,47223,35179.25478333347,Train,12043.745216666532
47,37052,3545.037373024097,Train,33506.9626269759
30,143570,99614.96430700316,Train,43955.03569299684
26,37549,35727.694340832204,Train,1821.305659167796
18,27500,23062.630027547093,Train,4437.369972452907
51,55070,118277.97427301004,Train,-63207.97427301004
40,59940,122463.49487016952,Train,-62523.494870169525
45,187063,79627.42370333779,Train,107435.57629666221
25,26401,33497.87376915024,Train,-7096.873769150239
35,24637,48765.226457753815,Train,-24128.226457753815
23,36747,27100.78082859549,Train,9646.219171404511
41,20906,67171.59947215897,Train,-46265.59947215897
48,37535,31597.75792428934,Train,5937.242075710659
51,48482,114497.47018941226,Train,-66015.47018941226
46,30564,77707.17914915501,Train,-47143.17914915501
25,43292,35885.1550084892,Train,7406.844991510799
34,97210,82658.52227634104,Train,14551.477723658958
44,282939,119027.0855429561,Train,163911.9144570439
66,24361,28726.697437979674,Train,-4365.697437979674
31,31861,31828.540320902946,Train,32.459679097053595
17,20103,39389.39642224358,Train,-19286.396422243582
53,18110,39034.76710123322,Train,-20924.76710123322
45,39147,131467.28725145737,Train,-92320.28725145737
50,44680,81312.08830843284,Train,-36632.08830843284
24,39031,35853.55837771508,Train,3177.4416222849177
44,21756,73820.83313786618,Train,-52064.83313786618
52,33793,18974.582768175576,Train,14818.417231824424
47,33078,80462.86843122327,Train,-47384.868431223265
19,20182,38535.95129701721,Train,-18353.951297017207
20,20066,39649.841497474954,Train,-19583.841497474954
27,32876,20511.933067100093,Train,12364.066932899907
33,260290,83874.20326598671,Train,176415.7967340133
31,26167,100712.34733966383,Train,-74545.34733966383
40,36020,65859.90598987634,Train,-29839.905989876337
58,33798,87810.23029652757,Train,-54012.230296527574
31,44434,86289.6819870502,Train,-41855.68198705019
42,46737,113773.27680164503,Train,-67036.27680164503
31,38605,32097.726161354673,Train,6507.2738386453275
40,197454,124691.71983715994,Train,72762.28016284006
60,38242,77751.59345693502,Train,-39509.59345693502
22,25301,34837.80585877872,Train,-9536.805858778724
57,184828,84191.30632828627,Train,100636.69367171373
49,37232,90093.78818575968,Train,-52861.78818575968
46,154607,122997.87128654437,Train,31609.128713455633
56,18105,86193.29158049279,Train,-68088.29158049279
37,34562,34483.737233454776,Train,78.26276654522371
38,38436,76543.59697896225,Train,-38107.59697896225
67,38656,82949.79300337899,Train,-44293.79300337899
23,44126,38634.93294195869,Train,5491.067058041313
42,19583,22969.48933846556,Train,-3386.489338465559
20,37860,46357.2453576448,Train,-8497.245357644802
23,44660,13856.404986923546,Train,30803.595013076454
37,146280,104749.76164323752,Train,41530.23835676248
72,22755,100081.58051673158,Train,-77326.58051673158
34,197953,113818.67316038179,Train,84134.32683961821
20,42183,51995.53653036473,Train,-9812.536530364727
61,26334,93908.91292763682,Train,-67574.91292763682
31,33158,26127.66823645131,Train,7030.331763548689
31,34164,20739.48976492291,Train,13424.51023507709
35,261478,72217.70388874167,Train,189260.29611125833
40,24861,105055.25491318805,Train,-80194.25491318805
33,20560,84985.01150806712,Train,-64425.011508067124
60,24218,77751.59345693502,Train,-53533.59345693502
26,27866,77595.4109662063,Train,-49729.4109662063
58,51310,107502.59441834428,Train,-56192.59441834428
33,48225,32185.890789139317,Train,16039.109210860683
38,28451,68342.47341737643,Train,-39891.47341737643
67,156044,92772.8444965491,Train,63271.15550345089
22,41882,30840.758650669093,Train,11041.241349330907
24,26650,27318.209605709075,Train,-668.2096057090748
25,19592,29509.366979839433,Train,-9917.366979839433
59,29562,37143.09748761419,Train,-7581.097487614192
29,27638,31135.86354198683,Train,-3497.8635419868297
27,19013,31000.81396813946,Train,-11987.81396813946
55,40322,63307.06944565487,Train,-22985.069445654874
37,45360,68388.48789107417,Train,-23028.487891074168
36,48070,81143.92638495518,Train,-33073.92638495518
27,298151,49202.97911681465,Train,248948.02088318535
19,22635,39276.41177691195,Train,-16641.411776911948
26,27460,64834.82865614671,Train,-37374.82865614671
70,31252,34678.10768266034,Train,-3426.1076826603385
35,48365,82131.16388780157,Train,-33766.163887801566
29,33194,61430.1932797114,Train,-28236.1932797114
24,38149,30379.565614398824,Train,7769.4343856011765
40,201110,41928.36739583705,Train,159181.63260416297
50,25294,81590.01606313029,Train,-56296.016063130286
28,29555,87777.00683247084,Train,-58222.00683247084
32,252222,120860.365621045,Train,131361.634378955
20,42465,36030.289541333186,Train,6434.710458666814
34,49987,27692.228617466288,Train,22294.771382533712
43,39726,114038.6316690753,Train,-74312.6316690753
71,34092,40365.69957007092,Train,-6273.699570070923
34,21753,34849.97175241919,Train,-13096.971752419187
33,34160,21831.142163344146,Train,12328.857836655854
43,30370,141974.45750962995,Train,-111604.45750962995
50,274407,81312.08830843284,Train,193094.91169156716
30,31773,66268.39453762709,Train,-34495.394537627086
49,19704,47540.515738970105,Train,-27836.515738970105
52,42385,83969.65199034297,Train,-41584.65199034297
32,48520,26027.773969507798,Train,22492.226030492202
24,33554,30752.01015709714,Train,2801.9898429028617
50,19326,93467.77906402727,Train,-74141.77906402727
43,45061,40343.44402410525,Train,4717.555975894749
23,35987,78546.32936387045,Train,-42559.32936387045
35,148611,124758.76866650314,Train,23852.231333496864
20,34219,20248.18518122998,Train,13970.81481877002
43,172594,76540.97653342067,Train,96053.02346657933
29,30764,77311.9048928429,Train,-46547.9048928429
25,49658,45147.3479459369,Train,4510.652054063103
24,45932,34563.02627493006,Train,11368.97372506994
29,39551,85640.5892259461,Train,-46089.589225946096
30,26609,32870.94988405968,Train,-6261.949884059679
39,184091,79424.31121006182,Train,104666.68878993818
46,163682,83095.35762068341,Train,80586.64237931659
52,236014,130536.73557685805,Train,105477.26442314195
46,24908,12652.889699495485,Train,12255.110300504515
26,29384,37647.77122921797,Train,-8263.771229217971
34,154000,98478.45126760707,Train,55521.54873239293
54,31351,100081.58051673158,Train,-68730.58051673158
69,39523,85049.5659471569,Train,-45526.565947156894
28,48640,25180.70394020972,Train,23459.29605979028
46,46672,33604.46500392178,Train,13067.534996078219
38,34711,91449.51807422964,Train,-56738.518074229636
58,30531,47591.93138399542,Train,-17060.93138399542
59,28099,65511.09711785551,Train,-37412.09711785551
48,162863,89654.3455410294,Train,73208.6544589706
63,27993,97981.80757295366,Train,-69988.80757295366
58,43834,21272.579437942273,Train,22561.420562057727
34,27359,36416.37962598609,Train,-9057.37962598609
66,44930,70034.4376149704,Train,-25104.437614970404
37,239908,89718.74359442407,Train,150189.25640557593
34,215270,84055.78591499344,Train,131214.21408500656
55,169901,117119.73070642113,Train,52781.269293578865
44,193092,94376.24051466846,Train,98715.75948533154
33,134999,127675.11997730582,Train,7323.880022694182
61,49453,135132.3821920513,Train,-85679.3821920513
23,39926,44893.99132854106,Train,-4967.9913285410585
46,26276,73257.2842977548,Train,-46981.2842977548
26,26520,39569.14351760806,Train,-13049.143517608063
18,26021,23062.630027547093,Train,2958.369972452907
41,46397,60540.97843972883,Train,-14143.978439728831
36,43665,34177.145008583146,Train,9487.854991416854
58,27337,10002.201085851812,Train,17334.79891414819
68,26407,85658.91516411796,Train,-59251.91516411796
38,22868,19140.738129744503,Train,3727.2618702554973
47,30221,81492.22837155889,Train,-51271.228371558886
38,248605,139095.9134511358,Train,109509.0865488642
47,30631,96592.50355693733,Train,-65961.50355693733
20,47937,36663.547992932916,Train,11273.452007067084
26,30814,96422.00177723356,Train,-65608.00177723356
41,275077,125195.3573913066,Train,149881.6426086934
60,30592,45833.966924318316,Train,-15241.966924318316
18,43673,35408.32506043686,Train,8264.674939563141
51,125170,99106.86355662721,Train,26063.136443372787
22,26179,57907.31962061966,Train,-31728.31962061966
31,40179,39034.00115023727,Train,1144.9988497627273
26,40961,47863.75084945531,Train,-6902.750849455311
70,27573,139630.28986751064,Train,-112057.28986751064
47,71221,121394.74203741984,Train,-50173.74203741984
27,36961,71694.78933899326,Train,-34733.78933899326
54,162815,84563.39892163144,Train,78251.60107836856
30,18748,99614.96430700316,Train,-80866.96430700316
19,47586,36647.34399509072,Train,10938.65600490928
34,70125,123155.63941737864,Train,-53030.63941737864
37,26113,38699.12334390097,Train,-12586.123343900967
39,234568,70670.68306954637,Train,163897.31693045364
31,239401,125389.5354894354,Train,114011.4645105646
18,34951,20003.71595230152,Train,14947.284047698478
39,39527,51226.07535996944,Train,-11699.075359969444
25,48623,66200.63433098068,Train,-17577.634330980683
58,18332,121404.00636552402,Train,-103072.00636552402
37,292719,75415.61083965136,Train,217303.38916034863
65,36156,75182.30273478714,Train,-39026.30273478714
30,35304,59073.68414223723,Train,-23769.68414223723
29,41503,82115.05965279674,Train,-40612.05965279674
51,216266,83141.61656759569,Train,133124.3834324043
27,19622,22059.73509238704,Train,-2437.73509238704
38,185383,86727.66799686763,Train,98655.33200313237
21,45093,34486.00714550534,Train,10606.99285449466
17,36231,35081.46709176208,Train,1149.5329082379176
42,19511,37316.76044883283,Train,-17805.76044883283
40,171134,94376.24051466846,Train,76757.75948533154
28,24976,71035.93621144001,Train,-46059.936211440014
57,44751,80663.55505196987,Train,-35912.55505196987
37,19292,83972.1463805964,Train,-64680.1463805964
39,180519,104486.436247049,Train,76032.563752951
28,37084,45073.73274564006,Train,-7989.73274564006
60,38926,25836.63641303998,Train,13089.363586960018
18,42172,28814.509009384958,Train,13357.490990615042
49,56781,113989.7378232896,Train,-57208.7378232896
29,33600,31135.86354198683,Train,2464.1364580131703
40,21972,124754.22352769706,Train,-102782.22352769706
21,37763,26646.88388595594,Train,11116.11611404406
19,49060,31668.35303145938,Train,17391.64696854062
29,23865,52565.991044212715,Train,-28700.991044212715
51,42618,126548.74664957277,Train,-83930.74664957277
38,240200,61173.14254767505,Train,179026.85745232494
49,27261,80957.85195518406,Train,-53696.85195518406
63,39952,102289.73690343517,Train,-62337.73690343517
17,38086,8347.189259517007,Train,29738.810740482993
36,286974,49980.66082786057,Train,236993.33917213941
69,18259,77828.5602721092,Train,-59569.5602721092
36,32327,40948.556640083465,Train,-8621.556640083465
23,41108,41523.446181209125,Train,-415.4461812091249
29,42690,69925.02218506785,Train,-27235.02218506785
29,134370,43102.77221153787,Train,91267.22778846213
55,45775,39661.29933522356,Train,6113.700664776443
37,231807,80161.80011971263,Train,151645.19988028737
34,46008,78325.3627657239,Train,-32317.362765723898
47,35928,42436.60098262502,Train,-6508.600982625023
54,22183,94443.28934401166,Train,-72260.28934401166
44,23560,79609.26534385727,Train,-56049.265343857274
50,38570,125390.93277444938,Train,-86820.93277444938
36,34644,32790.70312004533,Train,1853.2968799546725
47,61702,71103.19044772009,Train,-9401.190447720088
37,28165,62254.718926455826,Train,-34089.718926455826
44,213682,101684.70976585611,Train,111997.29023414389
44,24570,87262.04441324247,Train,-62692.044413242475
61,19546,80423.47553880922,Train,-60877.475538809216
29,48454,124427.67287006756,Train,-75973.67287006756
57,72176,79490.24311935237,Train,-7314.243119352366
50,243028,104084.28977200975,Train,138943.71022799023
46,105244,122997.87128654437,Train,-17753.871286544367
17,28819,35081.46709176208,Train,-6262.467091762082
49,30791,94443.28934401166,Train,-63652.28934401166
25,47519,64592.95994305005,Train,-17073.959943050053
50,48290,42471.8077624647,Train,5818.192237535302
49,41979,31197.773497970702,Train,10781.226502029298
41,234054,121296.95434584847,Train,112757.04565415153
49,29526,68304.30022920913,Train,-38778.300229209126
33,53599,123776.71693184768,Train,-70177.71693184768
33,39058,77934.53298851624,Train,-38876.532988516235
32,40130,115297.49978913608,Train,-75167.49978913608
21,38606,28401.221254675707,Train,10204.778745324293
21,47529,51175.87152165786,Train,-3646.8715216578566
28,36268,65802.09366381577,Train,-29534.093663815773
52,28987,99934.89897937451,Train,-70947.89897937451
40,197778,143528.69291296878,Train,54249.30708703122
27,49694,69981.76422112806,Train,-20287.76422112806
25,41507,7151.964100404948,Train,34355.03589959505
64,278454,103146.7247910921,Train,175307.2752089079
56,44063,104800.71725355662,Train,-60737.71725355662
21,34739,17288.71051704711,Train,17450.28948295289
23,21697,66200.63433098068,Train,-44503.63433098068
54,35861,47540.515738970105,Train,-11679.515738970105
38,44542,60250.772264368126,Train,-15708.772264368126
36,23318,82098.60918934553,Train,-58780.60918934553
21,28814,24588.39152417193,Train,4225.60847582807
34,247225,74353.86325374912,Train,172871.13674625088
59,37267,105674.5038183061,Train,-68407.5038183061
58,190401,87810.23029652757,Train,102590.76970347243
41,182892,90632.25254344277,Train,92259.74745655723
41,23567,25131.02367372092,Train,-1564.0236737209198
23,24678,36909.97255606748,Train,-12231.972556067478
41,25019,100518.16924153504,Train,-75499.16924153504
25,45139,31712.038852792568,Train,13426.961147207432
21,39082,79774.27336735814,Train,-40692.27336735814
28,174090,78546.32936387045,Train,95543.67063612955
30,31096,120393.74941131659,Train,-89297.74941131659
36,28293,43273.256967690715,Train,-14980.256967690715
40,41084,37377.29579460832,Train,3706.704205391681
29,49341,57442.966981370075,Train,-8101.966981370075
30,37671,30949.336231307767,Train,6721.663768692233
18,40654,80634.94118358412,Train,-39980.94118358412
59,27113,33982.477152660955,Train,-6869.477152660955
22,23218,35424.93963501326,Train,-12206.93963501326
28,21827,71297.36339276691,Train,-49470.363392766914
29,41033,68145.54246617107,Train,-27112.54246617107
33,33222,31808.395537171447,Train,1413.6044628285526
54,43911,85658.91516411796,Train,-41747.91516411796
46,34487,42088.80687854156,Train,-7601.80687854156
25,40358,30260.799165477627,Train,10097.200834522373
48,24220,85843.32942319647,Train,-61623.32942319647
47,260608,121394.74203741984,Train,139213.25796258016
37,180839,124992.07677136737,Train,55846.92322863263
29,47619,37331.6780509747,Train,10287.321949025303
33,27317,78486.02479445832,Train,-51169.024794458324
38,42324,37861.15280667353,Train,4462.847193326466
35,29129,84051.24077618733,Train,-54922.24077618733
33,214237,83874.20326598671,Train,130362.79673401329
20,37997,33265.66397068971,Train,4731.336029310289
65,27582,119190.1875425773,Train,-91608.1875425773
38,46237,125827.52149925282,Train,-79590.52149925282
36,31943,140185.9925488144,Train,-108242.99254881439
40,150624,85719.46277682457,Train,64904.53722317543
49,238839,95744.240544978,Train,143094.759455022
26,23523,39724.741548941834,Train,-16201.741548941834
39,45373,77936.00771601354,Train,-32563.00771601354
65,32280,32697.48318156795,Train,-417.48318156794994
43,225753,86913.87629058232,Train,138839.12370941768
19,40018,-2294.000823253824,Train,42312.000823253824
34,39063,78857.85656020933,Train,-39794.85656020933
56,23822,71103.19044772009,Train,-47281.19044772009
34,31281,77477.57653112077,Train,-46196.576531120765
43,25198,124807.66251228884,Train,-99609.66251228884
50,41665,81590.01606313029,Train,-39925.016063130286
40,31518,120973.71944409929,Train,-89455.71944409929
33,33274,30176.624916848785,Train,3097.375083151215
29,27769,59773.29391848978,Train,-32004.293918489777
57,28562,72990.83982196065,Train,-44428.839821960646
18,26491,32627.338739888728,Train,-6136.338739888728
17,22695,64593.957121992986,Train,-41898.957121992986
58,27358,28243.89074096205,Train,-885.8907409620515
19,35533,51005.46613268014,Train,-15472.466132680143
34,22049,40454.69334845944,Train,-18405.69334845944
39,26756,79046.81595809395,Train,-52290.815958093954
23,29151,26725.89718967129,Train,2425.10281032871
43,32161,68586.3736321347,Train,-36425.373632134695
52,41699,47393.834201613034,Train,-5694.834201613034
41,28083,41911.6273547389,Train,-13828.6273547389
47,186473,81492.22837155889,Train,104980.77162844111
22,19020,39426.66810325609,Train,-20406.66810325609
52,269639,141778.88212648718,Train,127860.11787351282
38,261136,86727.66799686763,Train,174408.33200313238
30,37193,120393.74941131659,Train,-83200.74941131659
53,34185,39190.365132567,Train,-5005.365132567
36,44171,48755.95010907686,Train,-4584.950109076861
53,47042,82791.45769910098,Train,-35749.45769910098
25,28868,31678.469276112904,Train,-2810.4692761129045
47,33680,78759.40259546542,Train,-45079.40259546542
26,27108,60339.40559618168,Train,-33231.40559618168
70,39276,53669.753261641614,Train,-14393.753261641614
26,22188,34086.45037622192,Train,-11898.450376221917
35,28884,80270.73669258956,Train,-51386.73669258956
48,39187,28323.273681803665,Train,10863.726318196335
55,41144,76530.10177796567,Train,-35386.10177796567
42,139503,141391.18724746944,Train,-1888.1872474694392
44,35335,33960.13657145685,Train,1374.8634285431472
28,19470,34527.23370948587,Train,-15057.233709485867
17,30849,29443.175919042165,Train,1405.8240809578347
49,30867,34250.429128590564,Train,-3383.429128590564
24,29178,76567.25304084618,Train,-47389.253040846175
38,39218,86727.66799686763,Train,-47509.66799686763
48,282438,124943.18292558167,Train,157494.81707441833
35,49115,45681.72436231174,Train,3433.2756376882608
82,48172,69101.20519551355,Train,-20929.205195513554
79,265177,117880.53962201896,Train,147296.46037798104
17,41005,24490.60383260055,Train,16514.39616739945
21,48032,18012.183330836895,Train,30019.816669163105
40,22345,47284.85361143626,Train,-24939.853611436258
52,256525,85512.23362676088,Train,171012.7663732391
39,270354,41978.366734765885,Train,228375.63326523412
43,46390,57004.72240678682,Train,-10614.722406786823
21,48646,60164.72562002318,Train,-11518.725620023179
40,49567,96296.53129432771,Train,-46729.53129432771
51,19289,32968.69559826503,Train,-13679.695598265032
35,20620,72217.70388874167,Train,-51597.70388874167
50,47396,71460.37255182274,Train,-24064.372551822744
31,33567,81588.6187781163,Train,-48021.6187781163
37,20243,100314.8886215958,Train,-80071.8886215958
18,35738,22238.300816049923,Train,13499.699183950077
28,30771,30932.582922047586,Train,-161.58292204758618
59,32963,88551.58352314157,Train,-55588.58352314157
61,80087,85124.53874774312,Train,-5037.538747743121
41,41094,36029.071406652896,Train,5064.928593347104
30,35422,79835.81273879032,Train,-44413.81273879032
49,37022,84051.24077618733,Train,-47029.24077618733
34,49250,24111.951107460038,Train,25138.048892539962
54,64101,111476.64984624076,Train,-47375.64984624076
37,40033,81031.42408454354,Train,-40998.42408454354
33,44926,73891.96831321351,Train,-28965.96831321351
27,40945,43564.68794409472,Train,-2619.687944094723
46,62922,122997.87128654437,Train,-60075.87128654437
69,265474,86996.34102468553,Train,178477.65897531447
41,109043,123587.68300337598,Train,-14544.683003375976
28,38061,24386.798785956562,Train,13674.201214043438
62,262174,127381.75690259165,Train,134792.24309740835
59,104158,107282.17820623671,Train,-3124.178206236713
44,25701,79246.12993840301,Train,-53545.12993840301
24,19743,43723.5327584402,Train,-23980.532758440197
40,26556,67616.70082080613,Train,-41060.70082080613
42,26372,70034.4376149704,Train,-43662.437614970404
39,64885,117838.52138187448,Train,-52953.52138187448
67,47499,84199.85619543947,Train,-36700.85619543947
28,228729,120325.98920467019,Train,108403.01079532981
66,40547,70293.83202750169,Train,-29746.83202750169
37,40249,87618.24089887977,Train,-47369.24089887977
42,197753,99792.60932830654,Train,97960.39067169346
49,194726,85658.91516411796,Train,109067.08483588204
31,19897,26086.401722087598,Train,-6189.401722087598
17,42718,39069.97388107289,Train,3648.0261189271114
37,42574,72862.259292467,Train,-30288.259292467003
36,35109,86874.3495342247,Train,-51765.349534224704
17,48435,19116.220102730542,Train,29318.779897269458
55,180724,113507.74059944884,Train,67216.25940055116
52,278191,85512.23362676088,Train,192678.7663732391
27,43909,110271.64863585752,Train,-66362.64863585752
34,42908,49426.55996586749,Train,-6518.559965867491
55,230434,131345.80340770938,Train,99088.19659229062
29,187974,79939.64089615396,Train,108034.35910384604
60,245111,101183.25134896406,Train,143927.74865103594
44,37338,78283.61097486058,Train,-40945.61097486058
40,165925,126361.89791562766,Train,39563.10208437234
45,37147,62382.46599065716,Train,-25235.46599065716
73,171049,102414.66156537371,Train,68634.33843462629
28,39817,69259.74784688391,Train,-29442.74784688391
27,18221,42126.982853127935,Train,-23905.982853127935
31,35485,86289.6819870502,Train,-50804.68198705019
21,26778,26104.554283400103,Train,673.4457165998974
32,251426,115127.66344004558,Train,136298.33655995442
39,98058,82637.07092494745,Train,15420.929075052554
22,28670,47183.5008916685,Train,-18513.500891668496
23,33120,70441.24058603602,Train,-37321.240586036016
52,90555,78863.06458466183,Train,11691.935415338172
59,23363,87009.00188672368,Train,-63646.00188672368
42,29329,38149.617765727395,Train,-8820.617765727395
49,47265,115472.18714951663,Train,-68207.18714951663
23,29199,25178.095164384344,Train,4020.9048356156563
30,33458,29698.345307846423,Train,3759.6546921535773
27,31080,50958.328771026245,Train,-19878.328771026245
24,22900,31957.7942955187,Train,-9057.794295518699
43,38066,84345.21398038094,Train,-46279.21398038094
42,28912,76610.64580830545,Train,-47698.645808305446
61,48391,39790.86173033769,Train,8600.138269662311
36,102147,93988.5456356507,Train,8158.454364349294
25,39065,35885.1550084892,Train,3179.8449915107994
51,43462,20888.750621232713,Train,22573.249378767287
44,114654,126361.89791562766,Train,-11707.897915627662
38,43259,84807.59110848187,Train,-41548.591108481865
32,19379,18727.408303660122,Train,651.5916963398777
34,260362,119257.2363719205,Train,141104.7636280795
45,267585,70267.74571983462,Train,197317.25428016536
21,42107,24588.39152417193,Train,17518.60847582807
55,20555,55714.40254198742,Train,-35159.40254198742
45,33918,80656.78364367344,Train,-46738.783643673436
29,255207,83785.23773126447,Train,171421.76226873553
20,42508,36030.289541333186,Train,6477.710458666814
28,27817,98748.54602515709,Train,-70931.54602515709
23,39331,66200.63433098068,Train,-26869.634330980683
22,247176,36967.52127143116,Train,210208.47872856885
53,68880,33552.073959847075,Train,35327.926040152925
27,32100,46884.90068636484,Train,-14784.90068636484
49,164923,123088.59058803544,Train,41834.40941196456
20,34925,19496.752995591785,Train,15428.247004408215
69,34927,70752.24294633762,Train,-35825.24294633762
45,194069,84480.5095531863,Train,109588.4904468137
39,201404,69414.03859263664,Train,131989.96140736336
27,60404,74727.95350118933,Train,-14323.953501189331
50,37443,114444.1302948055,Train,-77001.1302948055
38,91303,86727.66799686763,Train,4575.332003132367
45,241345,102480.76714777184,Train,138864.23285222816
30,38617,85192.29895438952,Train,-46575.298954389524
21,23664,29540.963610613544,Train,-5876.963610613544
19,28750,36647.34399509072,Train,-7897.34399509072
42,44262,67784.92442690869,Train,-23522.924426908692
27,45014,68508.07438380775,Train,-23494.074383807747
32,154500,26388.830343202295,Train,128111.1696567977
27,22798,71944.4837110212,Train,-49146.483711021196
20,25910,38102.039472188,Train,-12192.039472188
33,36106,33195.28092741845,Train,2910.7190725815526
61,77299,83204.46185935734,Train,-5905.46185935734
32,28810,73082.49812214857,Train,-44272.498122148565
19,26910,35104.76235867282,Train,-8194.762358672822
60,19961,76470.05567495144,Train,-56509.055674951436
67,275811,93526.86152088213,Train,182284.1384791179
25,33550,43142.76473389331,Train,-9592.76473389331
32,26937,21508.39462420826,Train,5428.60537579174
56,47911,125293.14508287798,Train,-77382.14508287798
65,26431,42120.40350931568,Train,-15689.403509315678
20,41373,43856.52722985125,Train,-2483.52722985125
62,41586,35723.488225651265,Train,5862.511774348735
19,21739,35104.76235867282,Train,-13365.762358672822
23,19155,33319.71324072319,Train,-14164.713240723191
50,29004,62427.60236368774,Train,-33423.60236368774
38,191902,101395.73857743105,Train,90506.26142256895
46,260529,122997.87128654437,Train,137531.12871345563
43,81087,60153.28356071106,Train,20933.71643928894
34,45408,82135.70902660767,Train,-36727.70902660767
40,26240,30732.47284617019,Train,-4492.472846170189
22,20615,12080.98898382642,Train,8534.01101617358
19,31701,22777.91154530771,Train,8923.08845469229
24,24176,31882.058865740313,Train,-7706.058865740313
38,177502,94091.97679948516,Train,83410.02320051484
61,42519,79394.11559847358,Train,-36875.11559847358
38,39565,22973.486928450475,Train,16591.513071549525
30,43868,89914.14903175153,Train,-46046.14903175153
34,21980,71948.2311424576,Train,-49968.231142457604
35,24277,83428.57311758319,Train,-59151.57311758319
21,26108,33892.69119880169,Train,-7784.691198801687
57,18878,78460.88317901673,Train,-59582.88317901673
42,35155,99547.20410035674,Train,-64392.20410035674
54,26017,66898.49733707364,Train,-40881.49733707364
25,25649,33319.71324072319,Train,-7670.713240723191
53,45153,69568.42536679018,Train,-24415.42536679018
34,30119,43712.240632482135,Train,-13593.240632482135
56,242389,70995.22609201007,Train,171393.77390798993
43,24082,78704.56261131907,Train,-54622.56261131907
57,39100,66687.57095037826,Train,-27587.570950378256
50,44000,106958.12858873617,Train,-62958.128588736174
41,134193,121132.83328877488,Train,13060.166711225116
21,36967,81066.95619385799,Train,-44099.95619385799
36,30979,81143.92638495518,Train,-50164.92638495518
